Item Name,Category,Version,Version_clean,return_probability,risk_category,Final_Revenue_Abs,is_return,Date
NMA,Product E,40 / B / FtO,40,0.9999889666574273,High,79.34,1,2018-12-20
LQS,Product C,30 / A / FtO,30,0.9999888843014474,High,74.25,1,2019-04-01
MTW,Product C,30 / A / FtO,30,0.9999888843014474,High,74.25,1,2019-01-10
LQS,Product C,30 / A / FtO,30,0.9999888843014474,High,74.25,1,2018-12-07
LQS,Product C,30 / B / FtO,30,0.9999888843014474,High,74.25,1,2019-01-30
MTW,Product C,30 / B / FtO,30,0.9999888843014474,High,74.25,1,2019-01-04
LQS,Product C,38 / C / FtO,38,0.9999888784214594,High,78.33,1,2019-01-16
CLH,Product B,32 / A / FtO,32,0.9999888435366587,High,75.06,1,2019-02-06
LQS,Product D,30 / A / FtO,30,0.9999887655338573,High,74.26,1,2018-12-10
CLH,Product D,30 / A / FtO,30,0.9999887633620268,High,74.25,1,2018-11-05
HZX,Product D,30 / A / 30,30,0.9999887633620268,High,74.25,1,2018-11-23
OTH,Product D,30 / A / FtO,30,0.999988718027025,High,74.16,1,2019-04-18
OTH,Product D,30 / B / FtO,30,0.999988718027025,High,74.16,1,2019-04-10
WHX,Product D,30 / B / FtO,30,0.999988718027025,High,74.16,1,2019-01-24
WHX,Product D,30 / A / 29,30,0.999988718027025,High,74.16,1,2019-03-03
XEB,Product D,30 / B / FtO,30,0.999988718027025,High,74.16,1,2018-12-19
OTH,Product D,30 / B / FtO,30,0.999988718027025,High,74.16,1,2019-04-17
OTH,Product D,30 / A / FtO,30,0.999988718027025,High,74.16,1,2019-04-24
NWB,Product D,30 / A / FtO,30,0.999988718027025,High,74.16,1,2019-01-15
WHX,Product D,30 / A / FtO,30,0.999988718027025,High,74.16,1,2019-01-28
WHX,Product D,30 / B / 28,30,0.999988718027025,High,74.16,1,2018-11-22
OHR,Product D,30 / A / FtO,30,0.999988718027025,High,74.16,1,2018-12-07
LQS,Product C,30 / A / 31,30,0.9999887020119461,High,74.0,1,2019-04-16
XEB,Product D,30 / B / 30,30,0.9999886943839904,High,74.17,1,2018-11-12
WHX,Product D,30 / A / 32,30,0.9999886943839904,High,74.17,1,2019-03-06
XEB,Product D,30 / A / 28,30,0.9999886943839904,High,74.17,1,2018-11-23
WHX,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2018-11-28
OTH,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2019-04-23
NMA,Product D,30 / B / FtO,30,0.9999886943839904,High,74.17,1,2019-03-06
XEB,Product D,30 / A / 29,30,0.9999886943839904,High,74.17,1,2018-12-22
WHX,Product D,30 / B / 32,30,0.9999886943839904,High,74.17,1,2018-12-19
INU,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2019-02-13
LQS,Product D,30 / B / FtO,30,0.9999886943839904,High,74.17,1,2018-12-04
NWB,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2018-11-13
TSH,Product D,30 / B / 30,30,0.9999886943839904,High,74.17,1,2019-02-12
WHX,Product D,30 / B / FtO,30,0.9999886943839904,High,74.17,1,2019-01-10
XEB,Product D,30 / A / 33,30,0.9999886943839904,High,74.17,1,2019-01-28
WHX,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2018-11-05
WHX,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2018-12-10
NMA,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2019-04-23
NMA,Product D,30 / B / FtO,30,0.9999886943839904,High,74.17,1,2019-03-26
WHX,Product D,30 / A / 29,30,0.9999886943839904,High,74.17,1,2019-01-04
OTH,Product D,30 / B / FtO,30,0.9999886943839904,High,74.17,1,2019-04-24
NMA,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2019-03-26
WHX,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2019-03-12
WHX,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2019-02-14
OHR,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2019-02-04
NWB,Product D,30 / B / FtO,30,0.9999886943839904,High,74.17,1,2018-12-12
WHX,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2018-11-22
WHX,Product D,30 / A / 30,30,0.9999886943839904,High,74.17,1,2019-03-04
XEB,Product D,30 / A / FtO,30,0.9999886943839904,High,74.17,1,2018-11-08
XEB,Product P,36 / C / FtO,36,0.9999886647416528,High,79.16,1,2019-03-14
RJF,Product P,36 / C / FtO,36,0.9999886647416528,High,79.16,1,2019-03-05
WHX,Product P,36 / A / FtO,36,0.9999886647416528,High,79.16,1,2019-04-01
XEB,Product P,36 / B / FtO,36,0.9999886647416528,High,79.16,1,2019-01-14
KNB,Product P,36 / B / FtO,36,0.9999886647416528,High,79.16,1,2018-11-23
RJF,Product P,36 / A / FtO,36,0.9999886647416528,High,79.16,1,2018-12-19
RJF,Product P,36 / B / FtO,36,0.9999886647416528,High,79.16,1,2018-12-21
KNB,Product P,36 / C / FtO,36,0.9999886647416528,High,79.16,1,2019-04-25
WHX,Product P,36 / C / FtO,36,0.9999886647416528,High,79.16,1,2019-03-19
WHX,Product P,36 / C / FtO,36,0.9999886647416528,High,79.16,1,2019-02-14
RJF,Product P,36 / B / 28,36,0.9999886647416528,High,79.16,1,2019-01-18
RJF,Product P,36 / A / FtO,36,0.9999886647416528,High,79.16,1,2019-03-20
OTH,Product P,36 / B / FtO,36,0.9999886647416528,High,79.16,1,2019-02-21
WHX,Product P,36 / B / FtO,36,0.9999886647416528,High,79.16,1,2019-03-25
WHX,Product P,36 / B / FtO,36,0.9999886647416528,High,79.16,1,2019-04-24
WHX,Product P,36 / A / FtO,36,0.9999886647416528,High,79.16,1,2019-01-14
XEB,Product P,36 / A / FtO,36,0.9999886647416528,High,79.16,1,2019-02-14
KNB,Product P,36 / B / FtO,36,0.9999886647416528,High,79.16,1,2019-03-05
NSP,Product P,36 / A / FtO,36,0.9999886647416528,High,79.16,1,2019-01-21
XEB,Product P,36 / C / FtO,36,0.9999886647416528,High,79.16,1,2019-03-14
RJF,Product P,36 / B / FtO,36,0.9999886647416528,High,79.16,1,2018-12-24
XEB,Product P,36 / C / FtO,36,0.9999886647416528,High,79.16,1,2019-02-21
NSP,Product P,36 / B / FtO,36,0.9999886647416528,High,79.16,1,2018-12-28
XEB,Product P,36 / A / FtO,36,0.9999886647416528,High,79.16,1,2018-12-12
WHX,Product P,36 / C / FtO,36,0.9999886647416528,High,79.16,1,2019-04-02
CRH,Product P,36 / A / FtO,36,0.9999886647416528,High,79.16,1,2019-04-12
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-01-04
WHX,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-02-05
XEB,Product P,36 / C / 32,36,0.9999886409869524,High,79.17,1,2019-04-16
RJF,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-13
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-25
RJF,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2018-11-30
XEB,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-01-18
WHX,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-01-10
XEB,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-14
WHX,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-04-30
TSH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-12-12
XEB,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2018-12-24
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-28
VXH,Product P,36 / A / 28,36,0.9999886409869524,High,79.17,1,2018-12-20
RJK,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-03-26
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-11-26
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-02-05
KNB,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-02-14
WHX,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2018-12-19
OTH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-12
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-01
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-01-21
XEB,Product P,36 / A / 32,36,0.9999886409869524,High,79.17,1,2019-03-11
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-14
WHX,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-03-14
XEB,Product P,36 / A / 34,36,0.9999886409869524,High,79.17,1,2019-01-14
RJF,Product P,36 / B / 33,36,0.9999886409869524,High,79.17,1,2019-01-23
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-01-21
RJF,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-01-16
RJF,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-04-12
NSP,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-01-04
VXH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-12-19
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-11-28
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-12-24
OTH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-06
VXH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-12-28
RJK,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-04-25
OTH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-02-20
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-04-12
RJK,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-04-01
OTH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-02-14
RJF,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2018-12-13
XEB,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2018-12-21
OTH,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-03-01
KNB,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-12-19
RJF,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-02-21
WHX,Product P,36 / B / 32,36,0.9999886409869524,High,79.17,1,2018-11-26
RJF,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-01-24
DAL,Product P,36 / A / 34,36,0.9999886409869524,High,79.17,1,2019-01-30
CRH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-04-18
RJF,Product P,36 / A / 31,36,0.9999886409869524,High,79.17,1,2019-01-16
RJF,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-04-01
KNB,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-02-18
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-04-10
WHX,Product P,36 / B / 33,36,0.9999886409869524,High,79.17,1,2019-03-04
WHX,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-02-26
XEB,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-03-26
RJF,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-11
AYN,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-04-01
RJF,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-03-18
WHX,Product P,36 / C / 28,36,0.9999886409869524,High,79.17,1,2019-02-21
WHX,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-04-27
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-12-04
WHX,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-01-15
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-11
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-04-09
RJF,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-04-24
TSH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-12-28
XEB,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-04-30
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-01-21
WHX,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-03-06
XEB,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-01-23
WHX,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2018-12-24
OTH,Product P,36 / C / FtO,36,0.9999886409869524,High,79.17,1,2019-02-19
OTH,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-02-15
RJF,Product P,36 / A / FtO,36,0.9999886409869524,High,79.17,1,2019-02-28
RJF,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-02-12
XEB,Product P,36 / B / FtO,36,0.9999886409869524,High,79.17,1,2019-03-13
NMA,Product E,38 / B / FtO,38,0.9999886350981619,High,78.33,1,2018-11-28
HZX,Product B,31 / A / 30,31,0.9999886308820346,High,74.25,1,2018-12-19
LQS,Product B,31 / A / FtO,31,0.9999886308820346,High,74.25,1,2019-01-15
HZX,Product B,31 / A / FtO,31,0.9999886308820346,High,74.25,1,2019-01-15
HZX,Product B,31 / A / FtO,31,0.9999886308820346,High,74.25,1,2019-01-23
QID,Product H,28 / A / 29,28,0.9999886055353284,High,74.16,1,2019-03-15
UQJ,Product H,28 / A / FtO,28,0.9999886055353284,High,74.16,1,2019-01-10
QID,Product H,28 / A / FtO,28,0.9999885816565538,High,74.17,1,2019-04-12
YQX,Product H,28 / A / FtO,28,0.9999885816565538,High,74.17,1,2019-03-18
YQX,Product H,28 / A / 32,28,0.9999885816565538,High,74.17,1,2019-04-12
QID,Product H,28 / A / 30,28,0.9999885816565538,High,74.17,1,2019-01-21
YQX,Product H,28 / B / 30,28,0.9999885816565538,High,74.17,1,2019-03-12
QID,Product H,28 / A / FtO,28,0.9999885816565538,High,74.17,1,2019-02-23
OHR,Product H,28 / A / FtO,28,0.9999885816565538,High,74.17,1,2019-01-03
YQX,Product H,28 / A / FtO,28,0.9999885816565538,High,74.17,1,2019-04-30
YQX,Product H,28 / A / FtO,28,0.9999885816565538,High,74.17,1,2018-11-28
LQS,Product C,31 / B / FtO,31,0.9999885071854284,High,74.25,1,2018-11-23
MTW,Product C,31 / B / FtO,31,0.9999885071854284,High,74.25,1,2018-11-23
LQS,Product C,31 / B / FtO,31,0.9999885071854284,High,74.25,1,2018-11-22
WHX,Product P,34 / A / 32,34,0.9999884649663716,High,77.88,1,2019-01-10
LQS,Product B,34 / B / FtO,34,0.9999884554470375,High,75.56,1,2018-11-14
CLH,Product B,33 / C / FtO,33,0.9999884386298525,High,75.06,1,2018-11-06
CLH,Product D,31 / B / FtO,31,0.9999883821430123,High,74.25,1,2018-11-02
NMA,Product D,31 / A / FtO,31,0.9999883352699735,High,74.16,1,2019-03-20
WHX,Product D,31 / A / 29,31,0.9999883352699735,High,74.16,1,2019-02-15
WHX,Product D,31 / B / FtO,31,0.9999883352699735,High,74.16,1,2019-03-19
NMA,Product D,31 / B / FtO,31,0.9999883352699735,High,74.16,1,2019-03-15
NWB,Product D,31 / B / FtO,31,0.9999883352699735,High,74.16,1,2018-11-23
OHR,Product D,31 / A / FtO,31,0.9999883352699735,High,74.16,1,2019-01-02
NMA,Product D,31 / B / FtO,31,0.9999883352699735,High,74.16,1,2019-03-11
INU,Product D,31 / A / FtO,31,0.9999883352699735,High,74.16,1,2019-02-13
NWB,Product D,31 / C / FtO,31,0.9999883352699735,High,74.16,1,2018-11-26
OHR,Product D,31 / A / FtO,31,0.9999883352699735,High,74.16,1,2019-01-11
NMA,Product D,31 / A / FtO,31,0.9999883352699735,High,74.16,1,2019-03-11
WHX,Product D,31 / B / FtO,31,0.9999883352699735,High,74.16,1,2018-11-26
WHX,Product D,31 / C / FtO,31,0.9999883352699735,High,74.16,1,2019-01-22
OTH,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2019-04-08
WHX,Product D,31 / B / 34,31,0.9999883108248248,High,74.17,1,2019-03-15
XEB,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2018-12-12
NMA,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2019-03-12
XEB,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2018-11-12
WHX,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2019-03-15
XEB,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2019-01-04
NMA,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2019-03-11
NMA,Product D,31 / A / 31,31,0.9999883108248248,High,74.17,1,2019-04-03
WHX,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2018-11-14
WHX,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2019-01-30
WHX,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2019-04-25
NMA,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2019-04-03
NMA,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2019-04-02
WHX,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2019-01-30
WHX,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2019-02-05
WHX,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2018-11-20
WHX,Product D,31 / A / 30,31,0.9999883108248248,High,74.17,1,2019-03-11
WHX,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2019-03-25
WHX,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2019-02-14
TSH,Product D,31 / A / FtO,31,0.9999883108248248,High,74.17,1,2018-11-12
WHX,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2019-04-12
WHX,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2019-02-15
INU,Product D,31 / B / FtO,31,0.9999883108248248,High,74.17,1,2019-03-01
OTH,Product P,37 / B / 29,37,0.9999882801768403,High,79.16,1,2019-04-24
XEB,Product P,37 / C / FtO,37,0.9999882801768403,High,79.16,1,2019-03-01
WHX,Product P,37 / A / FtO,37,0.9999882801768403,High,79.16,1,2019-03-06
VXH,Product P,37 / B / FtO,37,0.9999882801768403,High,79.16,1,2018-12-13
XEB,Product P,37 / C / 32,37,0.9999882801768403,High,79.16,1,2019-03-26
WHX,Product P,37 / C / FtO,37,0.9999882801768403,High,79.16,1,2019-02-22
WHX,Product P,37 / C / FtO,37,0.9999882801768403,High,79.16,1,2019-03-07
WHX,Product P,37 / C / FtO,37,0.9999882801768403,High,79.16,1,2019-02-15
AYN,Product P,37 / B / FtO,37,0.9999882801768403,High,79.16,1,2018-12-20
KNB,Product P,37 / C / 28,37,0.9999882801768403,High,79.16,1,2019-04-04
WHX,Product P,37 / B / 34,37,0.999988255616237,High,79.17,1,2019-01-30
WHX,Product P,37 / A / FtO,37,0.999988255616237,High,79.17,1,2018-12-24
WHX,Product P,37 / C / 28,37,0.999988255616237,High,79.17,1,2019-03-22
XEB,Product P,37 / C / FtO,37,0.999988255616237,High,79.17,1,2019-01-22
YYI,Product P,37 / A / FtO,37,0.999988255616237,High,79.17,1,2018-12-13
XEB,Product P,37 / A / FtO,37,0.999988255616237,High,79.17,1,2018-12-24
WHX,Product P,37 / A / FtO,37,0.999988255616237,High,79.17,1,2019-02-08
AYN,Product P,37 / C / FtO,37,0.999988255616237,High,79.17,1,2018-12-13
RJF,Product P,37 / A / 33,37,0.999988255616237,High,79.17,1,2019-03-28
WHX,Product P,37 / C / FtO,37,0.999988255616237,High,79.17,1,2019-04-02
RJF,Product P,37 / B / 30,37,0.999988255616237,High,79.17,1,2019-02-05
YYI,Product P,37 / C / FtO,37,0.999988255616237,High,79.17,1,2019-01-04
WHX,Product P,37 / A / 29,37,0.999988255616237,High,79.17,1,2019-02-05
KNB,Product P,37 / B / FtO,37,0.999988255616237,High,79.17,1,2019-01-21
OTH,Product P,37 / A / FtO,37,0.999988255616237,High,79.17,1,2019-02-22
RJF,Product P,37 / B / FtO,37,0.999988255616237,High,79.17,1,2019-02-22
WHX,Product P,37 / C / FtO,37,0.999988255616237,High,79.17,1,2019-02-14
LQS,Product B,32 / A / FtO,32,0.9999882451684996,High,74.25,1,2019-01-16
LQS,Product B,32 / B / FtO,32,0.9999882451684996,High,74.25,1,2018-12-12
HZX,Product B,32 / B / FtO,32,0.9999882451684996,High,74.25,1,2019-01-10
CLH,Product B,32 / A / FtO,32,0.9999882451684996,High,74.25,1,2019-04-02
LQS,Product B,32 / A / FtO,32,0.9999882451684996,High,74.25,1,2019-02-16
HZX,Product B,32 / B / FtO,32,0.9999882451684996,High,74.25,1,2018-12-19
CLH,Product B,32 / A / 31,32,0.9999882451684996,High,74.25,1,2019-02-14
CLH,Product B,32 / A / FtO,32,0.9999882451684996,High,74.25,1,2019-03-29
HZX,Product B,32 / A / 32,32,0.9999882451684996,High,74.25,1,2018-12-21
LQS,Product B,32 / A / FtO,32,0.9999882451684996,High,74.25,1,2019-01-04
CLH,Product B,32 / B / FtO,32,0.9999882451684996,High,74.25,1,2019-01-16
YQX,Product H,30 / B / FtO,30,0.9999882189618807,High,74.16,1,2019-03-21
AYN,Product H,30 / A / FtO,30,0.9999882189618807,High,74.16,1,2018-11-23
AYN,Product H,30 / A / FtO,30,0.9999882189618807,High,74.16,1,2019-03-20
QID,Product H,30 / B / FtO,30,0.9999882189618807,High,74.16,1,2019-03-15
KNB,Product H,30 / B / 29,30,0.9999882189618807,High,74.16,1,2019-04-25
YQX,Product H,30 / A / FtO,30,0.9999882189618807,High,74.16,1,2019-04-16
QID,Product H,30 / A / FtO,30,0.9999882189618807,High,74.16,1,2019-02-28
AYN,Product H,30 / B / 29,30,0.9999882189618807,High,74.16,1,2019-03-26
YQX,Product H,30 / B / 29,30,0.9999882189618807,High,74.16,1,2019-04-24
OHR,Product H,30 / A / FtO,30,0.9999882189618807,High,74.16,1,2018-11-26
AYN,Product H,30 / A / FtO,30,0.9999882189618807,High,74.16,1,2018-11-27
NMA,Product H,30 / A / FtO,30,0.9999882189618807,High,74.16,1,2019-01-30
YQX,Product H,30 / A / FtO,30,0.9999882189618807,High,74.16,1,2019-04-12
UQJ,Product H,30 / B / FtO,30,0.9999882189618807,High,74.16,1,2018-11-22
YQX,Product H,30 / B / 30,30,0.9999882189618807,High,74.16,1,2019-03-12
NWB,Product H,30 / A / 33,30,0.9999882189618807,High,74.16,1,2019-01-02
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-04-18
YQX,Product H,30 / B / 29,30,0.9999881942729939,High,74.17,1,2019-03-26
QID,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-12-18
YQX,Product H,30 / C / FtO,30,0.9999881942729939,High,74.17,1,2019-04-16
YQX,Product H,30 / A / 31,30,0.9999881942729939,High,74.17,1,2019-03-18
YQX,Product H,30 / A / 29,30,0.9999881942729939,High,74.17,1,2019-02-28
YQX,Product H,30 / A / 32,30,0.9999881942729939,High,74.17,1,2018-12-21
YQX,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2019-01-02
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-01-22
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-04-23
YQX,Product H,30 / A / 30,30,0.9999881942729939,High,74.17,1,2019-03-18
OHR,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-01-02
QID,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2018-12-12
YQX,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2019-02-21
AYN,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-12-18
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-01-29
QID,Product H,30 / B / 32,30,0.9999881942729939,High,74.17,1,2019-03-06
QID,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2019-03-11
NMA,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-03-03
YQX,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2018-12-06
QID,Product H,30 / C / FtO,30,0.9999881942729939,High,74.17,1,2019-02-10
KNB,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2018-11-19
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-01-30
AYN,Product H,30 / A / 29,30,0.9999881942729939,High,74.17,1,2018-12-24
AYN,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2019-03-20
QID,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-03-29
QID,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-11-02
YQX,Product H,30 / A / 30,30,0.9999881942729939,High,74.17,1,2019-02-19
EYV,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-11-27
QID,Product H,30 / A / 31,30,0.9999881942729939,High,74.17,1,2019-04-16
KNB,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2019-04-24
AYN,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-12-12
NWB,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-11-02
QID,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-02-06
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-11-01
NMA,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-03-01
FQD,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-03-12
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-01-25
KNB,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-02-22
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-04-04
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-03-27
KNB,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-04-25
QID,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2019-03-20
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-11-16
YQX,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-12-12
QID,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2019-01-02
QID,Product H,30 / A / FtO,30,0.9999881942729939,High,74.17,1,2018-11-04
YQX,Product H,30 / B / FtO,30,0.9999881942729939,High,74.17,1,2019-04-12
OTH,Product F,40 / A / FtO,40,0.9999881216819507,High,78.33,1,2019-04-02
LQS,Product C,32 / A / 32,32,0.9999881172753597,High,74.25,1,2019-03-07
LQS,Product C,32 / A / FtO,32,0.9999881172753597,High,74.25,1,2019-01-29
LQS,Product C,32 / B / 30,32,0.9999881172753597,High,74.25,1,2018-11-23
LQS,Product C,32 / B / FtO,32,0.9999881172753597,High,74.25,1,2018-11-23
LQS,Product C,32 / C / FtO,32,0.9999881172753597,High,74.25,1,2019-03-04
MAG,Product B,34 / B / FtO,34,0.9999880736976766,High,75.06,1,2018-11-20
CLH,Product B,35 / B / FtO,35,0.9999880614742006,High,75.55,1,2018-11-14
LQS,Product C,34 / B / FtO,34,0.9999880610308067,High,75.21,1,2018-12-24
LQS,Product D,32 / A / FtO,32,0.9999879879907527,High,74.25,1,2018-11-16
